id,user_email,old_devices,batteries,disposal_method
2111,user106@gmail.com,0,6+,trash
2112,user107@gmail.com,0,3-5,recycle
2113,user108@gmail.com,2,3-5,trash
2114,user109@gmail.com,4,none,trash
2115,user110@gmail.com,4,6+,recycle
2116,user111@gmail.com,2,1-2,recycle
2117,user112@gmail.com,4,3-5,store
2118,user113@gmail.com,1,none,trash
2119,user114@gmail.com,0,3-5,trash
2120,user115@gmail.com,3,3-5,recycle
2121,user116@gmail.com,0,1-2,trash
2122,user117@gmail.com,3,1-2,trash
2123,user118@gmail.com,1,3-5,store
2124,user119@gmail.com,0,none,store
2125,user120@gmail.com,4,1-2,trash
2126,user121@gmail.com,4,6+,store
2127,user122@gmail.com,1,1-2,store
2128,user123@gmail.com,0,3-5,recycle
2129,user124@gmail.com,2,3-5,trash
2130,user125@gmail.com,2,none,recycle
2131,user126@gmail.com,0,1-2,sell
2132,user127@gmail.com,0,3-5,recycle
2133,user128@gmail.com,3,6+,recycle
2134,user129@gmail.com,1,none,recycle
2135,user130@gmail.com,2,none,recycle
2136,user131@gmail.com,3,3-5,sell
2137,user132@gmail.com,3,6+,recycle
2138,user133@gmail.com,4,3-5,store
2139,user134@gmail.com,2,6+,recycle
2140,user135@gmail.com,4,none,store
2141,user136@gmail.com,3,1-2,recycle
2142,user137@gmail.com,2,1-2,trash
2143,user138@gmail.com,3,none,store
2144,user139@gmail.com,0,6+,trash
2145,user140@gmail.com,2,3-5,recycle
2146,user141@gmail.com,2,6+,trash
2147,user142@gmail.com,1,6+,recycle
2148,user143@gmail.com,4,none,recycle
2149,user144@gmail.com,4,3-5,recycle
2150,user145@gmail.com,3,3-5,store
2151,user146@gmail.com,2,6+,store
2152,user147@gmail.com,4,none,recycle
2153,user148@gmail.com,2,3-5,sell
2154,user149@gmail.com,3,1-2,store
2155,user150@gmail.com,1,6+,recycle
2156,user151@gmail.com,0,1-2,trash
2157,user152@gmail.com,2,1-2,sell
2158,user153@gmail.com,0,3-5,recycle
2159,user154@gmail.com,1,6+,store
2160,user155@gmail.com,3,none,store
2161,user156@gmail.com,4,6+,store
2162,user157@gmail.com,1,6+,trash
2163,user158@gmail.com,4,3-5,store
2164,user159@gmail.com,1,1-2,store
2165,user160@gmail.com,3,1-2,store
2166,user161@gmail.com,4,none,store
2167,user162@gmail.com,4,none,sell
2168,user163@gmail.com,1,none,trash
2169,user164@gmail.com,4,1-2,recycle
2170,user165@gmail.com,2,3-5,trash
2171,user166@gmail.com,4,6+,trash
2172,user167@gmail.com,2,none,trash
2173,user168@gmail.com,1,3-5,store
2174,user169@gmail.com,4,3-5,sell
2175,user170@gmail.com,1,none,store
2176,user171@gmail.com,1,1-2,trash
2177,user172@gmail.com,4,none,store
2178,user173@gmail.com,3,3-5,sell
2179,user174@gmail.com,1,1-2,recycle
2180,user175@gmail.com,1,1-2,sell
2181,user176@gmail.com,3,none,recycle
2182,user177@gmail.com,1,none,store
2183,user178@gmail.com,3,3-5,sell
2184,user179@gmail.com,0,6+,trash
2185,user180@gmail.com,0,6+,sell
2186,user181@gmail.com,2,3-5,store
2187,user182@gmail.com,0,1-2,recycle
2188,user183@gmail.com,4,3-5,recycle
2189,user184@gmail.com,0,1-2,recycle
2190,user185@gmail.com,0,6+,store
2191,user186@gmail.com,0,3-5,trash
2192,user187@gmail.com,0,1-2,store
2193,user188@gmail.com,1,6+,trash
2194,user189@gmail.com,2,6+,store
2195,user190@gmail.com,4,6+,recycle
2196,user191@gmail.com,1,6+,sell
2197,user192@gmail.com,4,none,trash
2198,user193@gmail.com,0,1-2,store
2199,user194@gmail.com,0,1-2,store
2200,user195@gmail.com,1,6+,recycle
2201,user196@gmail.com,2,6+,trash
2202,user197@gmail.com,0,6+,recycle
2203,user198@gmail.com,2,6+,trash
2204,user199@gmail.com,1,3-5,store
2205,user200@gmail.com,1,6+,store
2206,user201@gmail.com,0,3-5,store
2207,user202@gmail.com,0,none,store
2208,user203@gmail.com,4,1-2,sell
2209,user204@gmail.com,0,1-2,sell
2210,user205@gmail.com,3,1-2,sell
2211,user206@gmail.com,3,1-2,sell
2212,user207@gmail.com,2,1-2,store
2213,user208@gmail.com,1,1-2,trash
2214,user209@gmail.com,2,6+,trash
2215,user210@gmail.com,3,6+,store
2216,user211@gmail.com,0,3-5,trash
2217,user212@gmail.com,0,6+,trash
2218,user213@gmail.com,1,3-5,recycle
2219,user214@gmail.com,0,none,trash
2220,user215@gmail.com,3,none,trash
2221,user216@gmail.com,2,6+,recycle
2222,user217@gmail.com,2,6+,store
2223,user218@gmail.com,4,none,store
2224,user219@gmail.com,3,none,trash
2225,user220@gmail.com,0,6+,store
2226,user221@gmail.com,3,none,recycle
2227,user222@gmail.com,3,none,sell
2228,user223@gmail.com,3,6+,recycle
2229,user224@gmail.com,4,3-5,recycle
2230,user225@gmail.com,1,3-5,recycle
2231,user226@gmail.com,0,1-2,store
2232,user227@gmail.com,3,1-2,trash
2233,user228@gmail.com,0,3-5,sell
2234,user229@gmail.com,0,none,store
2235,user230@gmail.com,3,1-2,sell
2236,user231@gmail.com,2,6+,sell
2237,user232@gmail.com,1,6+,recycle
2238,user233@gmail.com,1,1-2,store
2239,user234@gmail.com,3,none,recycle
2240,user235@gmail.com,0,6+,recycle
2241,user236@gmail.com,4,3-5,recycle
2242,user237@gmail.com,0,3-5,sell
2243,user238@gmail.com,2,6+,sell
2244,user239@gmail.com,4,6+,store
2245,user240@gmail.com,2,none,sell
2246,user241@gmail.com,2,none,trash
2247,user242@gmail.com,1,6+,store
2248,user243@gmail.com,3,6+,trash
2249,user244@gmail.com,3,none,store
2250,user245@gmail.com,2,3-5,store
2251,user246@gmail.com,4,1-2,recycle
2252,user247@gmail.com,3,3-5,store
2253,user248@gmail.com,4,none,sell
2254,user249@gmail.com,3,none,recycle
2255,user250@gmail.com,3,1-2,recycle
2256,user251@gmail.com,4,3-5,store
2257,user252@gmail.com,3,none,recycle
2258,user253@gmail.com,3,1-2,sell
2259,user254@gmail.com,1,3-5,recycle
2260,user255@gmail.com,1,3-5,sell
2261,user256@gmail.com,4,6+,sell
2262,user257@gmail.com,3,1-2,sell
2263,user258@gmail.com,4,3-5,trash
2264,user259@gmail.com,3,6+,trash
2265,user260@gmail.com,3,3-5,trash
2266,user261@gmail.com,4,none,trash
2267,user262@gmail.com,3,3-5,recycle
2268,user263@gmail.com,1,3-5,trash
2269,user264@gmail.com,3,none,recycle
2270,user265@gmail.com,0,none,trash
2271,user266@gmail.com,2,none,recycle
2272,user267@gmail.com,0,3-5,trash
2273,user268@gmail.com,0,6+,sell
2274,user269@gmail.com,0,3-5,recycle
2275,user270@gmail.com,3,3-5,trash
2276,user271@gmail.com,0,1-2,store
2277,user272@gmail.com,0,6+,trash
2278,user273@gmail.com,2,none,recycle
2279,user274@gmail.com,3,1-2,recycle
2280,user275@gmail.com,0,3-5,recycle
2281,user276@gmail.com,3,3-5,sell
2282,user277@gmail.com,1,1-2,store
2283,user278@gmail.com,2,6+,trash
2284,user279@gmail.com,1,1-2,recycle
2285,user280@gmail.com,1,1-2,sell
2286,user281@gmail.com,3,1-2,recycle
2287,user282@gmail.com,2,1-2,recycle
2288,user283@gmail.com,0,1-2,trash
2289,user284@gmail.com,2,none,trash
2290,user285@gmail.com,1,none,trash
2291,user286@gmail.com,0,none,sell
2292,user287@gmail.com,3,3-5,recycle
2293,user288@gmail.com,4,3-5,sell
2294,user289@gmail.com,4,3-5,trash
2295,user290@gmail.com,4,1-2,recycle
2296,user291@gmail.com,0,3-5,sell
2297,user292@gmail.com,1,none,recycle
2298,user293@gmail.com,3,3-5,store
2299,user294@gmail.com,0,6+,recycle
2300,user295@gmail.com,2,6+,sell
2301,user296@gmail.com,2,6+,recycle
2302,user297@gmail.com,4,3-5,trash
2303,user298@gmail.com,0,1-2,trash
2304,user299@gmail.com,3,none,trash
2305,user300@gmail.com,0,1-2,trash
2306,user301@gmail.com,3,3-5,sell
2307,user302@gmail.com,1,3-5,recycle
2308,user303@gmail.com,3,6+,recycle
2309,user304@gmail.com,0,none,sell
2310,user305@gmail.com,2,3-5,store
2311,user306@gmail.com,1,1-2,recycle
2312,user307@gmail.com,0,1-2,sell
2313,user308@gmail.com,3,none,trash
2314,user309@gmail.com,3,3-5,store
2315,user310@gmail.com,2,none,trash
2316,user311@gmail.com,2,6+,recycle
2317,user312@gmail.com,4,3-5,sell
2318,user313@gmail.com,1,3-5,trash
2319,user314@gmail.com,1,1-2,sell
2320,user315@gmail.com,4,1-2,recycle
2321,user316@gmail.com,4,none,sell
2322,user317@gmail.com,1,1-2,recycle
2323,user318@gmail.com,0,none,trash
2324,user319@gmail.com,1,1-2,store
2325,user320@gmail.com,4,6+,sell
2326,user321@gmail.com,1,6+,store
2327,user322@gmail.com,2,3-5,sell
2328,user323@gmail.com,2,6+,recycle
2329,user324@gmail.com,2,none,recycle
2330,user325@gmail.com,0,none,trash
2331,user326@gmail.com,2,6+,recycle
2332,user327@gmail.com,1,6+,sell
2333,user328@gmail.com,3,1-2,recycle
2334,user329@gmail.com,1,1-2,store
2335,user330@gmail.com,0,none,sell
2336,user331@gmail.com,1,1-2,recycle
2337,user332@gmail.com,3,6+,recycle
2338,user333@gmail.com,2,6+,sell
2339,user334@gmail.com,0,6+,store
2340,user335@gmail.com,2,6+,sell
2341,user336@gmail.com,2,6+,sell
2342,user337@gmail.com,4,6+,trash
2343,user338@gmail.com,3,1-2,sell
2344,user339@gmail.com,2,3-5,sell
2345,user340@gmail.com,2,none,store
2346,user341@gmail.com,0,6+,trash
2347,user342@gmail.com,3,none,recycle
2348,user343@gmail.com,1,6+,sell
2349,user344@gmail.com,3,1-2,store
2350,user345@gmail.com,3,3-5,store
2351,user346@gmail.com,2,none,sell
2352,user347@gmail.com,0,none,store
2353,user348@gmail.com,2,3-5,sell
2354,user349@gmail.com,3,3-5,store
2355,user350@gmail.com,2,3-5,store
2356,user351@gmail.com,2,6+,recycle
2357,user352@gmail.com,0,6+,sell
2358,user353@gmail.com,1,3-5,store
2359,user354@gmail.com,3,3-5,trash
2360,user355@gmail.com,1,1-2,recycle
2361,user356@gmail.com,2,1-2,sell
2362,user357@gmail.com,0,1-2,sell
2363,user358@gmail.com,3,6+,store
2364,user359@gmail.com,1,6+,recycle
2365,user360@gmail.com,3,none,trash
2366,user361@gmail.com,1,6+,store
2367,user362@gmail.com,0,3-5,recycle
2368,user363@gmail.com,4,1-2,trash
2369,user364@gmail.com,0,none,sell
2370,user365@gmail.com,0,6+,store
2371,user366@gmail.com,2,6+,store
2372,user367@gmail.com,2,6+,store
2373,user368@gmail.com,1,3-5,store
2374,user369@gmail.com,4,6+,store
2375,user370@gmail.com,4,3-5,store
2376,user371@gmail.com,1,1-2,trash
2377,user372@gmail.com,4,6+,trash
2378,user373@gmail.com,0,6+,trash
2379,user374@gmail.com,2,none,trash
2380,user375@gmail.com,2,1-2,trash
2381,user376@gmail.com,3,none,recycle
2382,user377@gmail.com,0,1-2,sell
2383,user378@gmail.com,1,3-5,trash
2384,user379@gmail.com,3,6+,store
2385,user380@gmail.com,0,none,store
2386,user381@gmail.com,2,1-2,recycle
2387,user382@gmail.com,3,1-2,recycle
2388,user383@gmail.com,3,3-5,store
2389,user384@gmail.com,2,3-5,store
2390,user385@gmail.com,2,1-2,recycle
2391,user386@gmail.com,0,3-5,store
2392,user387@gmail.com,0,3-5,trash
2393,user388@gmail.com,1,1-2,recycle
2394,user389@gmail.com,0,1-2,trash
2395,user390@gmail.com,3,none,sell
2396,user391@gmail.com,4,none,store
2397,user392@gmail.com,1,none,sell
2398,user393@gmail.com,4,6+,sell
2399,user394@gmail.com,1,1-2,store
2400,user395@gmail.com,4,none,store
2401,user396@gmail.com,2,1-2,trash
2402,user397@gmail.com,3,6+,store
2403,user398@gmail.com,1,1-2,store
2404,user399@gmail.com,0,3-5,store
2405,user400@gmail.com,0,3-5,trash
2406,user401@gmail.com,4,3-5,store
2407,user402@gmail.com,0,6+,trash
2408,user403@gmail.com,0,1-2,store
2409,user404@gmail.com,4,3-5,trash
2410,user405@gmail.com,0,none,recycle
2411,user406@gmail.com,4,1-2,store
2412,user407@gmail.com,3,6+,store
2413,user408@gmail.com,2,1-2,recycle
2414,user409@gmail.com,0,6+,trash
2415,user410@gmail.com,0,none,recycle
2416,user411@gmail.com,2,none,recycle
2417,user412@gmail.com,3,none,store
2418,user413@gmail.com,3,6+,sell
2419,user414@gmail.com,4,3-5,sell
2420,user415@gmail.com,3,6+,trash
2421,user416@gmail.com,0,6+,recycle
2422,user417@gmail.com,2,6+,recycle
2423,user418@gmail.com,2,none,recycle
2424,user419@gmail.com,0,1-2,sell
2425,user420@gmail.com,1,6+,recycle
2426,user421@gmail.com,3,none,recycle
2427,user422@gmail.com,2,none,recycle
2428,user423@gmail.com,2,3-5,recycle
2429,user424@gmail.com,2,none,store
2430,user425@gmail.com,0,none,trash
2431,user426@gmail.com,2,3-5,trash
2432,user427@gmail.com,0,6+,store
2433,user428@gmail.com,4,3-5,recycle
2434,user429@gmail.com,2,none,sell
2435,user430@gmail.com,0,none,recycle
2436,user431@gmail.com,3,none,sell
2437,user432@gmail.com,2,3-5,recycle
2438,user433@gmail.com,1,3-5,sell
2439,user434@gmail.com,1,none,trash
2440,user435@gmail.com,3,6+,trash
2441,user436@gmail.com,0,6+,sell
2442,user437@gmail.com,3,1-2,recycle
2443,user438@gmail.com,0,3-5,sell
2444,user439@gmail.com,1,none,sell
2445,user440@gmail.com,1,3-5,recycle
2446,user441@gmail.com,4,1-2,sell
2447,user442@gmail.com,0,none,recycle
2448,user443@gmail.com,0,1-2,store
2449,user444@gmail.com,3,1-2,store
2450,user445@gmail.com,3,none,trash
2451,user446@gmail.com,1,6+,recycle
2452,user447@gmail.com,2,none,trash
2453,user448@gmail.com,4,none,trash
2454,user449@gmail.com,1,none,store
2455,user450@gmail.com,4,6+,recycle
2456,user451@gmail.com,1,3-5,store
2457,user452@gmail.com,0,6+,store
2458,user453@gmail.com,2,3-5,trash
2459,user454@gmail.com,1,none,sell
2460,user455@gmail.com,3,none,trash
2461,user456@gmail.com,2,6+,sell
2462,user457@gmail.com,2,1-2,recycle
2463,user458@gmail.com,0,6+,trash
2464,user459@gmail.com,4,3-5,recycle
2465,user460@gmail.com,4,3-5,recycle
2466,user461@gmail.com,2,3-5,recycle
2467,user462@gmail.com,4,1-2,trash
2468,user463@gmail.com,3,none,trash
2469,user464@gmail.com,4,3-5,sell
2470,user465@gmail.com,1,1-2,store
2471,user466@gmail.com,3,3-5,sell
2472,user467@gmail.com,1,1-2,store
2473,user468@gmail.com,4,1-2,trash
2474,user469@gmail.com,0,6+,trash
2475,user470@gmail.com,3,6+,trash
2476,user471@gmail.com,0,1-2,trash
2477,user472@gmail.com,0,1-2,recycle
2478,user473@gmail.com,2,6+,store
2479,user474@gmail.com,3,none,trash
2480,user475@gmail.com,3,none,store
2481,user476@gmail.com,0,6+,sell
2482,user477@gmail.com,4,1-2,recycle
2483,user478@gmail.com,2,none,recycle
2484,user479@gmail.com,2,6+,sell
2485,user480@gmail.com,2,6+,trash
2486,user481@gmail.com,1,none,recycle
2487,user482@gmail.com,3,6+,store
2488,user483@gmail.com,2,6+,trash
2489,user484@gmail.com,3,3-5,trash
2490,user485@gmail.com,4,1-2,trash
2491,user486@gmail.com,4,none,sell
2492,user487@gmail.com,1,6+,trash
2493,user488@gmail.com,2,6+,recycle
2494,user489@gmail.com,2,none,trash
2495,user490@gmail.com,0,1-2,trash
2496,user491@gmail.com,2,6+,store
2497,user492@gmail.com,1,6+,recycle
2498,user493@gmail.com,4,1-2,trash
2499,user494@gmail.com,3,1-2,store
2500,user495@gmail.com,0,6+,recycle
2501,user496@gmail.com,3,1-2,trash
2502,user497@gmail.com,4,1-2,recycle
2503,user498@gmail.com,4,6+,recycle
2504,user499@gmail.com,4,none,trash
2505,user500@gmail.com,4,1-2,trash
2506,user1@gmail.com,0,none,recycle
2507,user2@gmail.com,2,6+,sell
2508,user3@gmail.com,2,none,sell
2509,user4@gmail.com,4,none,store
2510,user5@gmail.com,1,3-5,trash
2511,user6@gmail.com,1,6+,sell
2512,user7@gmail.com,4,1-2,recycle
2513,user8@gmail.com,1,none,trash
2514,user9@gmail.com,2,3-5,sell
2515,user10@gmail.com,2,6+,store
2516,user11@gmail.com,2,none,trash
2517,user12@gmail.com,3,6+,recycle
2518,user13@gmail.com,4,6+,recycle
2519,user14@gmail.com,0,6+,sell
2520,user15@gmail.com,0,1-2,sell
2521,user16@gmail.com,0,none,recycle
2522,user17@gmail.com,3,none,trash
2523,user18@gmail.com,1,6+,sell
2524,user19@gmail.com,4,6+,trash
2525,user20@gmail.com,4,6+,store
2526,user21@gmail.com,3,3-5,recycle
2527,user22@gmail.com,4,none,trash
2528,user23@gmail.com,4,1-2,store
2529,user24@gmail.com,3,1-2,store
2530,user25@gmail.com,1,3-5,store
2531,user26@gmail.com,1,none,trash
2532,user27@gmail.com,1,3-5,store
2533,user28@gmail.com,1,1-2,recycle
2534,user29@gmail.com,1,6+,trash
2535,user30@gmail.com,1,none,sell
2536,user31@gmail.com,0,1-2,trash
2537,user32@gmail.com,0,6+,trash
2538,user33@gmail.com,4,6+,recycle
2539,user34@gmail.com,1,1-2,trash
2540,user35@gmail.com,2,6+,sell
2541,user36@gmail.com,2,1-2,sell
2542,user37@gmail.com,1,1-2,recycle
2543,user38@gmail.com,0,none,sell
2544,user39@gmail.com,2,1-2,sell
2545,user40@gmail.com,4,none,trash
2546,user41@gmail.com,4,3-5,sell
2547,user42@gmail.com,0,3-5,store
2548,user43@gmail.com,3,none,store
2549,user44@gmail.com,4,1-2,recycle
2550,user45@gmail.com,2,6+,sell
2551,user46@gmail.com,1,none,trash
2552,user47@gmail.com,4,3-5,store
2553,user48@gmail.com,2,none,recycle
2554,user49@gmail.com,4,none,store
2555,user50@gmail.com,3,3-5,sell
2556,user51@gmail.com,2,6+,sell
2557,user52@gmail.com,0,none,recycle
2558,user53@gmail.com,3,6+,store
2559,user54@gmail.com,1,1-2,trash
2560,user55@gmail.com,1,3-5,trash
2561,user56@gmail.com,1,3-5,trash
2562,user57@gmail.com,1,6+,trash
2563,user58@gmail.com,0,3-5,sell
2564,user59@gmail.com,4,3-5,recycle
2565,user60@gmail.com,2,3-5,recycle
2566,user61@gmail.com,0,3-5,sell
2567,user62@gmail.com,0,6+,store
2568,user63@gmail.com,2,none,sell
2569,user64@gmail.com,4,3-5,recycle
2570,user65@gmail.com,1,6+,trash
2571,user66@gmail.com,3,1-2,sell
2572,user67@gmail.com,2,6+,sell
2573,user68@gmail.com,0,3-5,recycle
2574,user69@gmail.com,3,6+,sell
2575,user70@gmail.com,3,1-2,recycle
2576,user71@gmail.com,2,none,store
2577,user72@gmail.com,1,none,trash
2578,user73@gmail.com,2,1-2,store
2579,user74@gmail.com,1,3-5,sell
2580,user75@gmail.com,2,none,sell
2581,user76@gmail.com,0,3-5,recycle
2582,user77@gmail.com,4,1-2,recycle
2583,user78@gmail.com,4,6+,recycle
2584,user79@gmail.com,1,3-5,store
2585,user80@gmail.com,0,1-2,trash
2586,user81@gmail.com,2,3-5,trash
2587,user82@gmail.com,1,1-2,recycle
2588,user83@gmail.com,1,3-5,sell
2589,user84@gmail.com,4,none,store
2590,user85@gmail.com,1,none,recycle
2591,user86@gmail.com,0,6+,recycle
2592,user87@gmail.com,3,6+,store
2593,user88@gmail.com,4,1-2,trash
2594,user89@gmail.com,4,none,trash
2595,user90@gmail.com,4,3-5,recycle
2596,user91@gmail.com,3,6+,store
2597,user92@gmail.com,3,none,sell
2598,user93@gmail.com,0,6+,store
2599,user94@gmail.com,3,none,sell
2600,user95@gmail.com,2,6+,trash
2601,user96@gmail.com,3,3-5,recycle
2602,user97@gmail.com,2,3-5,sell
2603,user98@gmail.com,4,6+,store
2604,user99@gmail.com,2,3-5,store
2605,user100@gmail.com,2,3-5,recycle
2606,user101@gmail.com,4,1-2,recycle
2607,user102@gmail.com,3,6+,trash
2608,user103@gmail.com,3,1-2,store
2609,user104@gmail.com,4,none,sell
2610,user105@gmail.com,2,3-5,recycle
2611,user106@gmail.com,4,6+,trash
2612,user107@gmail.com,2,6+,trash
2613,user108@gmail.com,4,none,sell
2614,user109@gmail.com,4,none,store
2615,user110@gmail.com,4,6+,sell
2616,user111@gmail.com,3,none,recycle
2617,user112@gmail.com,2,6+,sell
2618,user113@gmail.com,1,3-5,store
2619,user114@gmail.com,2,6+,sell
2620,user115@gmail.com,1,3-5,sell
2621,user116@gmail.com,0,3-5,trash
2622,user117@gmail.com,3,3-5,recycle
2623,user118@gmail.com,2,3-5,trash
2624,user119@gmail.com,2,none,sell
2625,user120@gmail.com,3,none,trash
2626,user121@gmail.com,1,none,store
2627,user122@gmail.com,4,none,store
2628,user123@gmail.com,0,6+,store
2629,user124@gmail.com,1,1-2,trash
2630,user125@gmail.com,3,6+,recycle
2631,user126@gmail.com,4,1-2,recycle
2632,user127@gmail.com,2,3-5,sell
2633,user128@gmail.com,1,none,store
2634,user129@gmail.com,0,none,recycle
2635,user130@gmail.com,1,3-5,sell
2636,user131@gmail.com,2,none,recycle
2637,user132@gmail.com,3,3-5,trash
2638,user133@gmail.com,0,none,trash
2639,user134@gmail.com,0,3-5,trash
2640,user135@gmail.com,1,none,recycle
2641,user136@gmail.com,3,3-5,recycle
2642,user137@gmail.com,1,none,sell
2643,user138@gmail.com,1,6+,trash
2644,user139@gmail.com,0,3-5,store
2645,user140@gmail.com,1,1-2,trash
2646,user141@gmail.com,1,6+,sell
2647,user142@gmail.com,2,1-2,sell
2648,user143@gmail.com,3,3-5,store
2649,user144@gmail.com,2,none,trash
2650,user145@gmail.com,1,none,sell
2651,user146@gmail.com,4,none,sell
2652,user147@gmail.com,1,none,store
2653,user148@gmail.com,1,6+,recycle
2654,user149@gmail.com,2,6+,store
2655,user150@gmail.com,3,none,sell
2656,user151@gmail.com,3,none,sell
2657,user152@gmail.com,3,3-5,sell
2658,user153@gmail.com,3,none,recycle
2659,user154@gmail.com,2,none,recycle
2660,user155@gmail.com,2,none,trash
2661,user156@gmail.com,3,none,trash
2662,user157@gmail.com,3,3-5,recycle
2663,user158@gmail.com,1,6+,store
2664,user159@gmail.com,2,none,sell
2665,user160@gmail.com,1,6+,recycle
2666,user161@gmail.com,3,1-2,trash
2667,user162@gmail.com,1,6+,sell
2668,user163@gmail.com,0,1-2,store
2669,user164@gmail.com,2,1-2,store
2670,user165@gmail.com,2,1-2,trash
2671,user166@gmail.com,4,1-2,sell
2672,user167@gmail.com,3,3-5,store
2673,user168@gmail.com,3,1-2,store
2674,user169@gmail.com,3,3-5,recycle
2675,user170@gmail.com,2,6+,sell
2676,user171@gmail.com,2,1-2,recycle
2677,user172@gmail.com,0,none,trash
2678,user173@gmail.com,3,1-2,recycle
2679,user174@gmail.com,3,1-2,recycle
2680,user175@gmail.com,2,3-5,recycle
2681,user176@gmail.com,2,none,store
2682,user177@gmail.com,3,1-2,recycle
2683,user178@gmail.com,1,1-2,recycle
2684,user179@gmail.com,4,6+,trash
2685,user180@gmail.com,2,none,recycle
2686,user181@gmail.com,3,1-2,sell
2687,user182@gmail.com,4,3-5,sell
2688,user183@gmail.com,1,none,store
2689,user184@gmail.com,0,3-5,sell
2690,user185@gmail.com,0,3-5,trash
2691,user186@gmail.com,2,1-2,sell
2692,user187@gmail.com,2,6+,trash
2693,user188@gmail.com,2,1-2,sell
2694,user189@gmail.com,0,none,trash
2695,user190@gmail.com,4,6+,recycle
2696,user191@gmail.com,4,3-5,sell
2697,user192@gmail.com,1,6+,recycle
2698,user193@gmail.com,2,none,sell
2699,user194@gmail.com,2,6+,recycle
2700,user195@gmail.com,3,6+,store
2701,user196@gmail.com,2,1-2,trash
2702,user197@gmail.com,2,3-5,sell
2703,user198@gmail.com,0,3-5,trash
2704,user199@gmail.com,3,1-2,trash
2705,user200@gmail.com,1,none,sell
2706,user201@gmail.com,2,1-2,sell
2707,user202@gmail.com,2,none,recycle
2708,user203@gmail.com,2,6+,store
2709,user204@gmail.com,2,none,trash
2710,user205@gmail.com,1,none,recycle
2711,user206@gmail.com,1,none,store
2712,user207@gmail.com,3,none,sell
2713,user208@gmail.com,0,none,sell
2714,user209@gmail.com,0,6+,recycle
2715,user210@gmail.com,0,6+,store
2716,user211@gmail.com,4,1-2,sell
2717,user212@gmail.com,2,1-2,recycle
2718,user213@gmail.com,0,1-2,sell
2719,user214@gmail.com,3,none,store
2720,user215@gmail.com,3,none,store
2721,user216@gmail.com,4,6+,recycle
2722,user217@gmail.com,2,none,store
2723,user218@gmail.com,0,1-2,trash
2724,user219@gmail.com,2,6+,store
2725,user220@gmail.com,2,none,sell
2726,user221@gmail.com,3,6+,trash
2727,user222@gmail.com,3,6+,store
2728,user223@gmail.com,0,1-2,sell
2729,user224@gmail.com,1,3-5,sell
2730,user225@gmail.com,2,none,trash
2731,user226@gmail.com,2,1-2,store
2732,user227@gmail.com,3,none,store
2733,user228@gmail.com,4,6+,sell
2734,user229@gmail.com,2,1-2,trash
2735,user230@gmail.com,3,none,sell
2736,user231@gmail.com,4,6+,sell
2737,user232@gmail.com,1,3-5,trash
2738,user233@gmail.com,2,3-5,recycle
2739,user234@gmail.com,4,6+,recycle
2740,user235@gmail.com,2,3-5,trash
2741,user236@gmail.com,4,1-2,recycle
2742,user237@gmail.com,4,6+,store
2743,user238@gmail.com,4,6+,sell
2744,user239@gmail.com,0,none,trash
2745,user240@gmail.com,0,3-5,trash
2746,user241@gmail.com,3,none,trash
2747,user242@gmail.com,0,3-5,trash
2748,user243@gmail.com,1,1-2,sell
2749,user244@gmail.com,0,none,recycle
2750,user245@gmail.com,3,6+,store
2751,user246@gmail.com,3,none,sell
2752,user247@gmail.com,2,6+,recycle
2753,user248@gmail.com,2,1-2,sell
2754,user249@gmail.com,2,none,trash
2755,user250@gmail.com,2,3-5,recycle
2756,user251@gmail.com,1,none,recycle
2757,user252@gmail.com,4,3-5,recycle
2758,user253@gmail.com,4,3-5,recycle
2759,user254@gmail.com,2,1-2,trash
2760,user255@gmail.com,2,3-5,sell
2761,user256@gmail.com,3,6+,recycle
2762,user257@gmail.com,4,6+,recycle
2763,user258@gmail.com,1,none,store
2764,user259@gmail.com,4,1-2,sell
2765,user260@gmail.com,4,6+,store
2766,user261@gmail.com,1,6+,recycle
2767,user262@gmail.com,1,1-2,store
2768,user263@gmail.com,2,6+,trash
2769,user264@gmail.com,2,6+,sell
2770,user265@gmail.com,2,none,store
2771,user266@gmail.com,3,3-5,trash
2772,user267@gmail.com,4,3-5,sell
2773,user268@gmail.com,2,3-5,sell
2774,user269@gmail.com,1,6+,trash
2775,user270@gmail.com,2,none,trash
2776,user271@gmail.com,0,6+,sell
2777,user272@gmail.com,2,1-2,trash
2778,user273@gmail.com,2,3-5,store
2779,user274@gmail.com,2,3-5,sell
2780,user275@gmail.com,4,none,sell
2781,user276@gmail.com,2,1-2,store
2782,user277@gmail.com,4,none,trash
2783,user278@gmail.com,2,none,sell
2784,user279@gmail.com,2,6+,sell
2785,user280@gmail.com,1,6+,recycle
2786,user281@gmail.com,0,3-5,store
2787,user282@gmail.com,1,6+,store
2788,user283@gmail.com,1,1-2,sell
2789,user284@gmail.com,4,6+,sell
2790,user285@gmail.com,0,6+,store
2791,user286@gmail.com,0,6+,sell
2792,user287@gmail.com,4,1-2,trash
2793,user288@gmail.com,2,none,trash
2794,user289@gmail.com,4,1-2,store
2795,user290@gmail.com,3,6+,recycle
2796,user291@gmail.com,0,none,trash
2797,user292@gmail.com,4,none,recycle
2798,user293@gmail.com,2,3-5,trash
2799,user294@gmail.com,1,1-2,store
2800,user295@gmail.com,3,1-2,recycle
